Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
6b67fc1a-23b5-472e-bf2f-9c3919b7f84d,1923-07-20,2001-12-03,999-76-2207,S99920665,X80933838X,Mr.,Norberto865,Rolfson709,,,S,white,nonhispanic,M,Pittsfield  Massachusetts  US,291 Conn Wynd,Brookline,Massachusetts,Norfolk County,02215,42.32007508273812,-71.13574491564782,1534686.05,15654.220000000001
b2ae34a4-359e-4065-a8b3-86ba825927d6,1954-03-04,,999-62-4869,S99986351,X8183385X,Mr.,Brett333,Mante251,,,S,white,nonhispanic,M,Wakefield  Massachusetts  US,407 Buckridge Byway Unit 40,Barnstable,Massachusetts,Barnstable County,02630,41.65803345405286,-70.27948487195586,1610886.17,11118.96
72ee7748-bc1e-4e8a-9c26-3aee16bb93f7,1970-01-02,,999-94-8786,S99910418,X8019815X,Mrs.,Bell723,Little434,,Kulas532,M,white,nonhispanic,F,Boston  Massachusetts  US,120 Hahn Parade,Framingham,Massachusetts,Middlesex County,01701,42.331358277560746,-71.46958429301526,1194956.43,11600.599999999999
f26eaced-f2fc-43b4-b6cb-1fd44b4bacd9,1947-02-23,,999-68-7989,S99974581,X40569055X,Mr.,Ben667,Kessler503,,,S,white,nonhispanic,M,New Bedford  Massachusetts  US,651 Price Approach Apt 34,Holliston,Massachusetts,Middlesex County,,42.19357735791212,-71.49316692179008,1671876.37,10357.27
1ad59b27-bf37-4db7-9af0-fe41bc7fea5b,1975-03-16,,999-29-4371,S99921760,X62904958X,Ms.,Micki733,Turner526,,,S,white,nonhispanic,F,Chelsea  Massachusetts  US,589 Pfeffer Avenue,Tewksbury,Massachusetts,Middlesex County,,42.59289752342997,-71.18332931832519,978834.82,14973.789999999999
2348bca2-cbf7-4eb4-a65f-3949920dd75d,1991-11-03,,999-45-6373,S99936860,X64914415X,Mrs.,Maryalice613,Gusikowski974,,Schaden604,M,white,nonhispanic,F,Newton  Massachusetts  US,122 Jast Rue,Hudson,Massachusetts,Middlesex County,,42.33964911137482,-71.54766371238092,682018.89,4790.32
43d989cf-0b48-47a1-97d4-e6d022aa6d72,2003-07-21,,999-44-5854,S99995687,,,Golden321,Pollich983,,,,white,nonhispanic,F,Carlisle  Massachusetts  US,792 O'Kon Byway,Springfield,Massachusetts,Hampden County,01105,42.093072681587664,-72.58039883744404,53862.84,5680.78
b3f516a0-0337-4beb-b67c-fca05c23c4cc,1977-07-25,,999-31-8026,S99992207,X69213518X,Mr.,Lionel365,Fadel536,,,S,white,nonhispanic,M,Dighton  Massachusetts  US,1015 Parisian Divide Unit 26,Fairhaven,Massachusetts,Bristol County,,41.65298930634867,-70.8948756027136,937447.27,8138.199999999999
cb056a49-de3f-42c8-80a9-3a2f4dbb9024,1947-08-09,,999-96-6799,S99962783,X69913861X,Ms.,Carmon128,Williamson769,,,S,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,500 Murphy Walk Unit 82,Peabody,Massachusetts,Essex County,,42.57474199402067,-71.07178867889684,1600712.41,11343.999999999998
cc0541bf-e517-4ba3-a3c5-b08a4b0dac62,1944-04-30,,999-45-6980,S99982714,X58134116X,Ms.,Georgiann138,Greenfelder433,,,S,white,nonhispanic,F,Reading  Massachusetts  US,157 Schiller Gardens,Springfield,Massachusetts,Hampden County,01105,42.17013232002316,-72.58594807127324,1515614.31,15209.919999999998
087ed37c-c912-45d4-b0e2-c75545864f9f,2015-08-16,,999-84-2381,,,,Marisela850,Murazik203,,,,white,nonhispanic,F,Everett  Massachusetts  US,802 Kuhic Divide Suite 60,Boston,Massachusetts,Suffolk County,02122,42.310752078330474,-71.20050020971031,122560.04000000001,2163.2
963c5ddc-275d-4883-96a8-998b0d94a30c,1953-04-04,2010-10-16,999-74-2700,S99919981,X18702847X,Ms.,Tomasa683,Huel628,,,S,white,nonhispanic,F,Boston  Massachusetts  US,754 Mayert Mews Apt 84,Danvers,Massachusetts,Essex County,,42.57449418902608,-70.96863566743457,1303702.09,7343.86
68d37bdc-d7b8-4f71-a277-e02b98a0cc14,1999-09-09,,999-70-1380,S99988060,X11816951X,Ms.,Cheryll577,Mann644,,,,white,nonhispanic,F,Dartmouth  Massachusetts  US,892 Smitham Bridge,Southwick,Massachusetts,Hampden County,,42.060474582797866,-72.81551475882877,456714.17,9488.609999999993
adc50e1c-7181-446a-be8a-99e1d8028f6a,2008-02-15,,999-56-1320,,,,Scott935,Boyer713,,,,black,nonhispanic,M,Templeton  Massachusetts  US,203 Sporer Esplanade Unit 14,Oxford,Massachusetts,Worcester County,,42.13369683743356,-71.83482354419009,267817.34,3687.24
8f7e3bcb-663f-42da-800a-5918329f67dd,1961-04-11,,999-53-9443,S99968655,X31198997X,Mrs.,Kala987,Bernhard322,,Rutherford999,M,white,nonhispanic,F,Clinton  Massachusetts  US,343 Kessler Lodge Apt 51,Gardner,Massachusetts,Worcester County,,42.59142830696951,-72.02353327794648,713306.78,6507.219999999999
ac3c1d38-e3e8-48f2-a243-610f717a4e01,1980-10-26,,999-51-3021,S99955053,X26362765X,Mr.,Fausto876,Barrows492,,,M,white,nonhispanic,M,Boston  Massachusetts  US,116 Zulauf Walk,Middleborough,Massachusetts,Plymouth County,,41.89160117510296,-70.8428564284717,1051473.16,2796.4399999999996
80b02223-6d29-4e23-9a05-9e32b6b81313,2004-10-25,,999-99-5557,,,,Ethelyn789,Kozey370,,,,white,nonhispanic,F,Pittsfield  Massachusetts  US,609 Schimmel View,Agawam,Massachusetts,Hampden County,01030,42.07825884250722,-72.64912408948888,396349.68,3431.44
01fe8b87-30b6-49c1-a18c-033e7df0e213,1958-12-04,,999-23-7418,S99949036,X64406004X,Ms.,Tiara667,Upton904,,,S,white,nonhispanic,F,Walpole  Massachusetts  US,886 Stark Rue,Lowell,Massachusetts,Middlesex County,01850,42.645679007346615,-71.33428294931316,1479181.84,10187.55
b6974083-7df3-4cea-8280-c9c0b8de69ec,1923-07-20,2001-09-01,999-27-5695,S99944322,X10757713X,Mr.,Truman805,Nienow652,,,M,white,nonhispanic,M,Boston  Massachusetts  US,417 Rosenbaum Dale,Brookline,Massachusetts,Norfolk County,02445,42.3191431543746,-71.12000781576441,1382234.36,10997.5
e49a89c2-eae5-4264-ab19-c5241e1ebe39,2008-03-27,,999-25-7840,,,,Fausto876,Bechtelar572,,,,white,nonhispanic,M,Toulouse  Occitanie  FR,1068 Orn Trailer,Springfield,Massachusetts,Hampden County,01107,42.12141580272257,-72.65290955354796,278071.5,3244.7999999999997
10eb2237-fbe9-4840-bedd-8a526b87d330,2010-03-21,,999-89-2181,,,,Sylvia544,West559,,,,white,nonhispanic,F,Raynham  Massachusetts  US,900 Friesen Extension Unit 77,Boston,Massachusetts,Suffolk County,02126,42.33926031497534,-71.1274990138163,209767.91,2749.0
415f8140-08ed-41a8-8c69-6d886deff2a9,1923-06-12,1988-01-04,999-25-3475,S99934366,X89279149X,Ms.,Juli424,Gutmann970,,,S,white,nonhispanic,F,Ware  Massachusetts  US,542 Aufderhar Quay Apt 13,West Springfield,Massachusetts,Hampden County,,42.10460998728745,-72.65504743018651,1463360.93,13531.51
3a475f25-ee3e-40b4-8979-a9c00ee0bc68,1972-07-24,,999-14-6274,S99964110,X23656748X,Mr.,Adán600,Espinosa298,,,M,white,hispanic,M,Mexico City  Mexico City  MX,413 Crona Walk,Pembroke,Massachusetts,Plymouth County,,42.082319311867515,-70.76474855337354,1029221.63,5642.719999999999
1792b011-2a48-46db-a748-bc3574f5363e,2014-06-19,,999-15-3843,,,,Lyle846,Gusikowski974,,,,white,hispanic,M,Weymouth  Massachusetts  US,776 Senger Junction Suite 18,Peabody,Massachusetts,Essex County,01940,42.53342974161572,-70.99305809762791,151678.85,2154.04
c5db36b9-cd80-44e5-8d48-c9bb19f94be5,1927-05-22,2014-03-22,999-42-6157,S99983303,X10230723X,Mrs.,Hsiu839,Veum823,,Lynch190,M,asian,nonhispanic,F,Ahmedabad  Gujarat  IN,420 Nitzsche Vale,Melrose,Massachusetts,Middlesex County,02176,42.49077309860806,-71.08391280122413,105229.45,23784.499999999996
b0ca57ab-cc33-422c-93ae-d88cb6197bba,1962-08-22,,999-19-6194,S99971169,X38493785X,Mrs.,Libbie63,Ondricka197,,Feest103,M,white,nonhispanic,F,Rehoboth  Massachusetts  US,686 Shields Dam,Easthampton,Massachusetts,Hampshire County,,42.22978144372635,-72.65363025988258,1319591.22,9914.039999999999
dc61c21a-3218-49b4-ac41-07c0ea0ba690,1953-04-04,,999-11-6672,S99947354,X67730019X,Mrs.,Lynette631,Grady603,,Waelchi213,M,white,nonhispanic,F,Medford  Massachusetts  US,730 Bogan Row,Danvers,Massachusetts,Essex County,,42.60440173960424,-70.93066659920434,1618289.78,7990.959999999999
3fb9a63a-dae1-42ba-9255-f328acc3b4a7,1992-12-01,,999-81-7765,S99940954,X49044879X,Mr.,Brian582,Metz686,,,S,white,nonhispanic,M,Grafton  Massachusetts  US,462 Mosciski Park,Milton,Massachusetts,Norfolk County,02186,42.21135653841416,-71.04126745140245,731258.78,2719.7999999999997
64a0f4ee-adfb-4296-ad4a-09ba4c20782a,1996-05-29,,999-89-1390,S99979216,X34918690X,Mr.,Millard193,Dickens475,,,,asian,nonhispanic,M,Rockport  Massachusetts  US,568 Hermann Trafficway,Billerica,Massachusetts,Middlesex County,,42.55950197948446,-71.29305708664802,578228.4,3024.7599999999998
6040bb1e-f025-499f-b353-3d7e91049fb8,1923-07-20,2002-03-15,999-12-3875,S99985865,X2665097X,Mr.,Toby274,Leuschke194,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1046 Leuschke Junction Suite 18,Brookline,Massachusetts,Norfolk County,02446,42.31681627458745,-71.15956299215131,1695919.29,20280.67
5a260470-1374-46e8-b2d9-c757c5117e96,1937-10-05,,999-13-1001,S99967222,X84731111X,Mr.,Jonah176,Fritsch593,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,999 Yundt View,Fairhaven,Massachusetts,Bristol County,,41.60341019541261,-70.87525169645723,1781917.8,9252.77
9ea0cd92-b381-4edd-834b-5bfb0feaaee1,1957-03-22,,999-20-7450,S99958460,X49016634X,Mrs.,Golden321,Durgan499,,Powlowski563,M,white,nonhispanic,F,Lowell  Massachusetts  US,916 Weber Meadow,Springfield,Massachusetts,Hampden County,01105,42.13483805587795,-72.51694261293493,1600432.43,6381.96
853a3b43-baa9-4e86-9027-58e1630d9d2d,1965-07-12,,999-37-9279,S99960340,X81705997X,Mr.,Raul814,Wintheiser220,,,M,white,nonhispanic,M,Milford  Massachusetts  US,818 Bogan Ville,Westport,Massachusetts,Bristol County,,41.593629987676515,-71.06229332981142,1269487.86,6204.41
c036bfb9-9814-46f7-917b-ddae4eb9fd7d,1937-04-06,,999-71-7914,S99992844,X73361843X,Mr.,Harvey63,Connelly992,,,M,white,nonhispanic,M,Boston  Massachusetts  US,270 Legros Run,Wareham,Massachusetts,Plymouth County,,41.71917978654059,-70.68144202064983,1782207.21,6793.639999999999
d9d1254c-61c6-4716-91fe-6c58d446b74b,1994-09-13,,999-71-3532,S99969862,X65527131X,Mr.,Morton637,Smith67,,,,white,nonhispanic,M,Revere  Massachusetts  US,273 Kassulke Ranch,Blackstone,Massachusetts,Worcester County,,42.00402773093153,-71.53369622941104,624593.36,3925.5199999999995
db5f9b48-d9f6-46cf-a4c9-feb53fbac279,1974-06-01,2011-06-25,999-66-7894,S99971130,X22480931X,Mr.,Agustin437,Vandervort697,,,M,white,nonhispanic,M,Malden  Massachusetts  US,958 Murphy Grove Apt 53,Wilbraham,Massachusetts,Hampden County,01095,42.11095505786612,-72.43559129652698,895485.76,2772.2099999999996
afca8044-b4f8-4f61-b25e-c712869f0234,1988-06-08,,999-15-5114,S99928935,X3318360X,Mrs.,James276,Gleason633,,Toy286,M,white,nonhispanic,F,Somerville  Massachusetts  US,385 D'Amore Byway Unit 19,Westport,Massachusetts,Bristol County,,41.57198025535367,-71.09289791497197,105052.21,12037.59
e722a59b-3907-46d4-b3d8-261e931c3f87,1978-10-01,,999-42-9891,S99952721,X27753890X,Mrs.,Nanci249,Shields502,,Pouros728,M,white,nonhispanic,F,Boston  Massachusetts  US,602 Kuvalis Fork Apt 86,Weston,Massachusetts,Middlesex County,,42.34106456447549,-71.2742382371242,828010.65,15222.159999999998
6e9966aa-7912-4bf0-919f-e1eb174114a1,1927-05-22,2008-12-09,999-44-7554,S99968567,X67484189X,Mrs.,Verlie371,Doyle959,,Douglas31,M,asian,nonhispanic,F,Bangalore  Karnataka  IN,564 Rippin Trace Apt 93,Melrose,Massachusetts,Middlesex County,02176,42.5006143994014,-71.01245124723359,85294.64,46387.729999999996
3c4781ae-c940-485d-9239-9363222aa4ac,1994-06-11,,999-79-6495,S99976628,X30334158X,Ms.,Millie392,Crooks415,,,,white,nonhispanic,F,Mashpee  Massachusetts  US,480 Jast Ramp Apt 20,Dennis,Massachusetts,Barnstable County,02638,41.72689892539696,-70.1606761744252,615371.36,5568.679999999999
102f3ab2-e290-4b60-8e7f-82137077fc85,1963-10-01,,999-58-7849,S99951738,X54725314X,Mrs.,Wendy149,Ebert178,,Bergstrom287,M,white,nonhispanic,F,Boston  Massachusetts  US,1021 Zemlak Gate,Boston,Massachusetts,Suffolk County,02111,42.381134327313255,-71.10697562983573,1115215.64,8445.8
16a9aa74-37da-44ad-83c8-b54eaccdc1d4,1923-06-12,,999-37-6408,S99946239,X45865681X,Ms.,Milissa240,Weimann465,,,S,white,nonhispanic,F,Revere  Massachusetts  US,154 Leannon Gardens Suite 18,West Springfield,Massachusetts,Hampden County,01089,42.14274316835691,-72.66971497228303,1392723.53,22170.32
623a76bd-5687-41ec-ad07-b9ccc67d971f,1974-06-01,,999-13-7170,S99947799,X5458062X,Mr.,Eliseo499,Huel628,,,S,white,nonhispanic,M,Boston  Massachusetts  US,827 Blick Path Apt 66,Wilbraham,Massachusetts,Hampden County,,42.12192128283501,-72.4072549435654,1171488.46,6027.0
c51f420b-688e-4af5-87a9-dadca46fd5de,1958-06-04,,999-46-2132,S99991427,X55580667X,Mr.,Antonio44,Abshire638,,,M,white,nonhispanic,M,Athol  Massachusetts  US,222 Corwin Track Suite 45,Boston,Massachusetts,Suffolk County,02114,42.30485905953847,-71.13380704229152,1431700.53,6670.2
f54ff4b1-d9e6-4206-8110-99bfea3749e1,1923-07-20,1995-07-21,999-14-3508,S99937749,X12929977X,Mr.,Reggie481,McGlynn426,,,M,white,nonhispanic,M,Boston  Massachusetts  US,751 Bode Center Suite 77,Brookline,Massachusetts,Norfolk County,02467,42.299243043922644,-71.18074467808067,1437172.41,14504.72
c6d5b07e-9d37-4ec6-bf0e-0a43737e98bb,1964-03-20,,999-51-5246,S99990507,X58523848X,Mrs.,Guillermina633,Alcala54,,Orellana194,M,white,hispanic,F,Guatemala City  Guatemala  GT,245 McLaughlin Lane,Rehoboth,Massachusetts,Bristol County,,41.891849054999184,-71.24860816991912,1209667.44,11868.709999999997
f95e52b7-7e8f-4401-889a-0fbd59b08767,1997-01-14,,999-35-3112,S99994802,X45348023X,Ms.,Sandra485,Hoppe518,,,,black,nonhispanic,F,Fall River  Massachusetts  US,967 Rodriguez Parade,Sudbury,Massachusetts,Middlesex County,,42.40821527561018,-71.40579528338228,517825.99,15582.579999999998
a06640f3-6f11-4814-b3aa-3ef8b427ae82,2009-09-17,,999-51-3749,,,,Alberto639,Casárez469,,,,white,hispanic,M,Caracas  Capital District  VE,1032 Koch Gardens,Sharon,Massachusetts,Norfolk County,,42.083135758790256,-71.17763804791089,271351.41,2799.84
edf0be45-5ef5-4208-a3d1-8cfd02b860fd,2004-03-25,,999-85-4611,S99977492,,,Simona661,McCullough561,,,,white,nonhispanic,F,Turin  Piedmont  IT,561 Ullrich Fork,Stoneham,Massachusetts,Middlesex County,,42.47183171663495,-71.14731928884726,428995.62,2789.0
86ad75db-c897-47f6-b60b-13ebb7b4e6f1,2007-07-26,,999-68-6438,,,,José Eduardo181,Meraz691,,,,white,hispanic,M,Ponce  Puerto Rico  PR,764 Feil Route,Boston,Massachusetts,Suffolk County,02108,42.32297085997402,-71.08629294767617,262911.19,3056.48
26d2533f-041f-4909-bdaa-a1557279896d,1971-01-21,,999-43-9288,S99967081,X73357136X,Mr.,Zachariah133,Maggio310,,,M,white,nonhispanic,M,Boston  Massachusetts  US,365 Maggio Parade,Wilbraham,Massachusetts,Hampden County,,42.092142953591,-72.3875369006602,1076341.49,14388.64
835aac27-cd10-4f0f-b43c-5acb87ce7f71,1984-02-12,,999-49-3277,S99949813,X62181884X,Ms.,Leatha675,Treutel973,,,S,white,nonhispanic,F,Raynham  Massachusetts  US,468 Smitham Union Suite 32,Middleborough,Massachusetts,Plymouth County,,41.83733400340596,-70.87299885467593,736726.75,4441.959999999999
571e28d1-a770-49cd-aa48-f1a0418a7088,1980-04-13,,999-80-6794,S99967599,X62230020X,Mr.,Fletcher87,Spinka232,,,M,white,hispanic,M,Northbridge  Massachusetts  US,448 Langworth Trailer Suite 29,West Springfield,Massachusetts,Hampden County,,42.16339301007636,-72.6415164818141,123257.09,3758.0
0752f162-156a-4a7d-9501-edf92e31cd34,1984-12-20,,999-84-6699,S99944201,X81784480X,Mrs.,Cristie97,Ruecker817,,Emmerich580,M,asian,nonhispanic,F,Hanoi  Hà Đông  VN,314 Gutmann Dale Suite 8,Lowell,Massachusetts,Middlesex County,01854,42.67803051709951,-71.30663917547564,692700.11,7380.979999999999
adeb7b5d-fc2b-47a8-84ab-3e2f225fefba,1958-10-15,,999-94-8684,S99987209,X47085867X,Mrs.,Oneida64,Veum823,,Goodwin327,M,white,nonhispanic,F,Worcester  Massachusetts  US,522 Pagac Gateway Suite 31,New Bedford,Massachusetts,Bristol County,02747,41.567684102726794,-70.92265344522532,1308169.53,10518.97
f3fe7200-32ba-4340-8b6e-d7b07e49d8e5,2017-11-19,,999-91-8339,,,,Erika442,Rosenbaum794,,,,white,nonhispanic,F,Worcester  Massachusetts  US,783 Hessel Knoll,Manchester-by-the-Sea,Massachusetts,Essex County,,42.591054800779425,-70.71374137182985,57828.78,1435.59
c4d14a4c-397a-46bb-9808-1fc9e7239a42,1927-05-22,1996-12-22,999-37-9845,S99982779,X18446598X,Mrs.,Camelia346,Thompson596,,Crooks415,M,asian,nonhispanic,F,Bangalore  Karnataka  IN,131 Ratke Row Unit 83,Melrose,Massachusetts,Middlesex County,,42.499995752395314,-71.07537322810211,63266.25,13158.18
1a95faf7-5e5f-4e36-a28d-e24b8b790823,1954-07-30,,999-28-9019,S99965862,X69256622X,Mrs.,Teri144,Bechtelar572,,Halvorson124,M,white,nonhispanic,F,East Longmeadow  Massachusetts  US,523 Prosacco Center,Wakefield,Massachusetts,Middlesex County,,42.50160984903329,-71.06157505354864,1357886.12,22897.46
f815174f-db10-4983-9331-f1d78335f9ef,1986-02-28,,999-65-7058,S99928070,X22239870X,Mr.,Julio255,Juárez383,,,M,white,hispanic,M,Caracas  Capital District  VE,1013 Skiles Trafficway Unit 29,North Brookfield,Massachusetts,Worcester County,01535,42.30167331220085,-72.0730981041963,118773.73,43594.13
7f530899-4ab4-441d-9513-4a4382959eaf,1972-01-20,,999-89-4658,S99983427,X55592807X,Mrs.,Tempie784,Wehner319,,Trantow673,M,white,nonhispanic,F,Sturbridge  Massachusetts  US,379 Morissette Road,Mashpee,Massachusetts,Barnstable County,,41.57431123441387,-70.51481673252007,1117700.84,11972.169999999998
216d0424-89d8-4ecf-9326-c2e93efd8c2e,2004-09-05,,999-88-3325,,,,Chelsey293,O'Reilly797,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,109 O'Conner Grove,North Andover,Massachusetts,Essex County,,42.71487395145176,-71.1363007395173,418341.33,2714.8399999999997
59667c3a-9f7f-44d4-96b9-b109cae394a6,1980-06-28,,999-98-2128,S99964796,X4468156X,Mrs.,Leola603,Medhurst46,,Koss676,M,white,nonhispanic,F,Boston  Massachusetts  US,177 Schumm Mews,South Hadley,Massachusetts,Hampshire County,,42.2827814819912,-72.54311414134357,890903.9500000001,8908.58
dc041a17-77ab-4f31-9af6-5b475794611d,1923-07-20,1994-01-17,999-52-8185,S99925993,X62651621X,Mr.,Isaac321,Roberts511,,,S,white,nonhispanic,M,Orange  Massachusetts  US,391 Bartoletti Dam,Brookline,Massachusetts,Norfolk County,02467,42.31727380424134,-71.11708086871607,1749944.2,6816.13
c803cce9-063b-4ed1-a7d2-fc80afdab448,2009-10-17,,999-28-8023,,,,Latisha994,Pagac496,,,,white,nonhispanic,F,South Hadley  Massachusetts  US,1016 West Hollow,Andover,Massachusetts,Essex County,01810,42.67353238264336,-71.1311375847421,231269.32,3049.7999999999997
5455448c-2aae-490a-b45b-c5b92c0d8a6e,2004-04-04,,999-61-3577,S99944151,,,Samual455,Prosacco716,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,322 Marks Rue Suite 15,Fitchburg,Massachusetts,Worcester County,01420,42.54042078854956,-71.83696377894441,390865.37,4120.5199999999995
0b886b1e-ac6a-4943-9cda-4f2405197174,1992-11-02,,999-72-9974,S99987901,X48656380X,Mr.,Forrest301,Jacobs452,,,M,white,hispanic,M,Wrentham  Massachusetts  US,722 Ullrich Promenade,Everett,Massachusetts,Middlesex County,02148,42.47790600513346,-71.02040504644738,600171.42,2821.95
fc1a47d2-efa3-42e0-8d4c-d795e5fa5217,2005-01-20,,999-92-4146,,,,Dorotea472,Montez99,,,,white,hispanic,F,San Salvador  El Salvador  SV,717 Corwin Fork,Worcester,Massachusetts,Worcester County,01608,42.225213376358084,-71.79861372036042,353026.4,3341.4399999999996
65fc4a93-f1da-45dc-a332-1ff0ff47d6f9,2010-12-04,,999-93-4178,,,,Will178,Haley279,,,,white,nonhispanic,M,Holyoke  Massachusetts  US,1071 Von Course,Lakeville,Massachusetts,Plymouth County,,41.80189952371072,-70.96063417369214,240402.25,3016.48
a396e62e-6ca4-41b4-91f6-038818374fb6,1993-03-25,,999-91-6206,S99968935,X73854273X,Mr.,Drew592,Lind531,,,M,white,nonhispanic,M,East Longmeadow  Massachusetts  US,948 Heaney Junction Apt 9,Hatfield,Massachusetts,Hampshire County,01038,42.37965843316418,-72.64393137521252,689776.9400000001,4228.84
ffdbbb1b-745e-4e38-ade2-a19d6e778fee,1958-12-31,,999-47-1693,S99969037,X9186046X,Mr.,Millard193,Stamm704,,,M,black,nonhispanic,M,Wakefield  Massachusetts  US,700 Quigley Mission,Lynn,Massachusetts,Essex County,01906,42.4871564499774,-70.92618040365436,1493704.54,6941.879999999999
68fe6ad2-b04c-4041-8a60-5d132491f935,1940-12-13,,999-21-3444,S99992510,X81390795X,Mr.,Joe656,Howe413,,,M,white,nonhispanic,M,Boston  Massachusetts  US,494 Ondricka Vista Unit 61,Provincetown,Massachusetts,Barnstable County,02657,42.041683554147575,-70.20709639094098,1537335.74,12106.38
a8436481-2929-44b4-ac45-298d0bf6a1f6,1980-03-13,1991-11-11,999-85-3976,,,,Lenny728,Turcotte120,,,,white,nonhispanic,M,Milford  Massachusetts  US,904 Braun Avenue,Beverly,Massachusetts,Essex County,01915,42.52642112849867,-70.88654253084205,297844.8,1798.1599999999999
56c0cc01-a9b4-4422-876d-418b5c6dc68f,1950-08-15,,999-45-7694,S99994884,X74676903X,Mrs.,Callie226,Stiedemann542,,Becker968,M,white,nonhispanic,F,Webster  Massachusetts  US,1094 Treutel Alley,Montague,Massachusetts,Franklin County,,42.553299435647055,-72.56201466101041,1456420.62,15767.319999999998
3a8d42b6-45bb-4c54-87cb-cfc7dcec8fea,1980-03-13,2017-04-07,999-22-9515,S99959216,X18751601X,Mr.,Vincenzo126,Wuckert783,,,M,white,nonhispanic,M,Natick  Massachusetts  US,135 Miller Station,Beverly,Massachusetts,Essex County,,42.58421652941235,-70.85677378533757,806787.02,3203.7999999999997
ca886ec8-aece-4572-9f37-f4fad92a6917,1966-04-13,,999-56-8425,S99970409,X36929695X,Mrs.,Dannielle300,Hoeger474,,Cormier289,M,white,nonhispanic,F,Springfield  Massachusetts  US,884 Volkman Glen,Westfield,Massachusetts,Hampden County,01086,42.17105953499847,-72.80333755183413,725482.79,16052.119999999999
c54dca65-c053-4145-a33f-5cf478905cd8,1999-05-19,,999-45-1693,S99965818,X75342358X,Ms.,Olene159,Greenholt190,,,,black,hispanic,F,Peabody  Massachusetts  US,289 Brown Glen Unit 6,Revere,Massachusetts,Suffolk County,02151,42.39074270611779,-70.98661201743018,434051.64,3233.8799999999997
d791b7ca-2e48-4f38-992c-ffbb583a59ae,1999-10-26,,999-69-8285,S99989092,X43695117X,Mr.,Hyman89,Labadie908,,,,white,nonhispanic,M,Plymouth  Massachusetts  US,1004 Osinski Branch Apt 60,Cambridge,Massachusetts,Middlesex County,02472,42.42246063366999,-71.09032083223728,545562.71,2791.48
62a6025a-371d-422b-b417-f72de73268df,1923-07-20,1986-10-15,999-42-2848,S99910539,X44664460X,Mr.,Luciano237,Kautzer186,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,580 Heidenreich Esplanade,Brookline,Massachusetts,Norfolk County,02467,42.37187524053381,-71.07406255182013,1746075.46,7619.799999999998
53b2db95-6097-4329-90d2-eedc35506ef5,1992-02-19,,999-23-2047,S99976491,X17688307X,Ms.,Lula998,Terry864,,,S,white,nonhispanic,F,Easton  Massachusetts  US,1041 Jacobs Way,Haverhill,Massachusetts,Essex County,,42.81387542633375,-71.18164282603203,583012.68,4632.039999999999
1f9b73f7-9a7c-40f1-9541-1bb260183912,2000-03-25,,999-54-7058,S99917166,X16653285X,Ms.,Soraya693,Koss676,,,,white,nonhispanic,F,Belchertown  Massachusetts  US,566 Williamson Run Suite 85,Swansea,Massachusetts,Bristol County,,41.77258603015846,-71.19895007599308,414094.65,3184.72
b4787882-c2ae-41b7-b8d8-4b2aa305bf00,1923-07-20,1934-05-18,999-60-1785,,,,Gayle448,Jacobson885,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,282 Runolfsson Extension Unit 94,Brookline,Massachusetts,Norfolk County,02467,42.304271824638185,-71.05980386115304,225187.6,1081.52
b1285fde-2e53-4c5c-8d25-2f822c27f8bc,1963-08-10,,999-88-8132,S99959223,X51245116X,Mrs.,Angila948,Stiedemann542,,Oberbrunner298,M,white,nonhispanic,F,Milford  Massachusetts  US,842 Hartmann Junction Suite 52,Fitchburg,Massachusetts,Worcester County,,42.601677935896326,-71.79476436205144,1408540.77,6777.4
6a93bf0d-c783-4568-87f6-5d93d38c5d5b,1980-03-13,,999-92-1417,S99980072,X20398605X,Mr.,Clemente531,Bergnaum523,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,333 Jaskolski Village Suite 57,Beverly,Massachusetts,Essex County,01915,42.52455884649777,-70.82040112322687,825538.65,2956.3199999999997
fd16fd10-9a8c-49bc-b268-1c2c5deba2c3,1927-05-22,2000-12-11,999-34-1876,S99918845,X35535966X,Mrs.,Nubia715,Torphy630,,Schmeler639,M,asian,nonhispanic,F,Delhi  Delhi  IN,474 Gerhold Burg Apt 95,Melrose,Massachusetts,Middlesex County,,42.475038081390096,-71.05661453279963,219564.21,72742.38999999998
4b703d47-c639-4bb5-8df0-8c32541ded3a,1959-02-16,2018-09-24,999-11-8188,S99960590,X76415045X,Ms.,Elena945,Beer512,,,S,white,nonhispanic,F,Boxford  Massachusetts  US,765 Spencer Orchard,Cambridge,Massachusetts,Middlesex County,02139,42.3704021277211,-71.10201970783285,1240685.6,8953.279999999999
